tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Literature,1350,Duke University,Robyn,,Wiegman,2332809,3,good,TEACHER,PROFESSOR,5.0
Information Science,1350,Duke University,Florian,,Wiencek,1816220,2,poor,TEACHER,PROFESSOR,1.8
Psychology,1350,Duke University,Makeba,,Wilbourn,1453739,17,good,TEACHER,PROFESSOR,4.2
Dance,1350,Duke University,Sarah,,Wilbur,2482481,2,good,TEACHER,PROFESSOR,5.0
Chemistry,1350,Duke University,Benjamin,,Wiley,1725605,4,good,TEACHER,PROFESSOR,4.0
Writing,1350,Duke University,Keith,,Wilhite,1120453,16,good,TEACHER,PROFESSOR,4.9
Biology,1350,Duke University,Hunt,,Willard,456129,14,good,TEACHER,PROFESSOR,4.5
Psychology,1350,Duke University,Mark,,Williams,830186,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1350,Duke University,Robert,,Williams,1264278,4,average,TEACHER,PROFESSOR,2.8
Mathematics,1350,Duke University,Sarah,,Williams,1476812,5,good,TEACHER,PROFESSOR,4.4
Anthropology,1350,Duke University,Blythe,,Williams,1492032,4,good,TEACHER,PROFESSOR,4.9
Neuroscience,1350,Duke University,Christina,,Williams,499301,51,average,TEACHER,PROFESSOR,3.2
Mathematics,1350,Duke University,Brendan,,Williamson,1957752,2,average,TEACHER,PROFESSOR,3.2
Literature,1350,Duke University,Susan,,Willis,1270801,2,average,TEACHER,PROFESSOR,3.2
Biology,1350,Duke University,John,,Willis,554473,43,good,TEACHER,PROFESSOR,3.9
Fine Arts,1350,Duke University,Emily,,Wilmoth,1127270,9,good,TEACHER,PROFESSOR,4.1
History,1350,Duke University,Gerald,,Wilson,401797,23,good,TEACHER,PROFESSOR,4.7
Women's Studies,1350,Duke University,Ara,,Wilson,1041648,7,good,TEACHER,PROFESSOR,4.4
Biology,1350,Duke University,William,,Wilson,1121803,14,average,TEACHER,PROFESSOR,2.8
Philosophy,1350,Duke University,Yolonda,,Wilson,1817188,1,poor,TEACHER,PROFESSOR,2.0
Economics,1350,Duke University,Kyle,,Wilson,2531642,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Jesse,,Windle,1963308,20,poor,TEACHER,PROFESSOR,1.1
Religion,1350,Duke University,Joseph,,Winters,2116474,5,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Allison,,Wisecup,1529340,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Tom,,Witelski,120006,31,good,TEACHER,PROFESSOR,4.8
Chemistry,1350,Duke University,Todd,,Woerner,638924,8,good,TEACHER,PROFESSOR,4.1
Languages,1350,Duke University,Jochen,,Wohlfeil,2244569,1,good,TEACHER,PROFESSOR,4.0
Psychology,1350,Duke University,Marty,,Woldorff,798898,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Patrick,,Wolf,597060,5,poor,TEACHER,PROFESSOR,2.1
Classics,1350,Duke University,Ben,,Wolkow,1268697,2,average,TEACHER,PROFESSOR,3.0
Mathematics,1350,Duke University,Robert,,Wolpert,434096,18,poor,TEACHER,PROFESSOR,2.1
Engineering,1350,Duke University,Scott,,Wolter,774927,3,good,TEACHER,PROFESSOR,3.7
African-American Studies,1350,Duke University,9TH,,WONDER,1464936,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1350,Duke University,David,,Wong,393844,22,good,TEACHER,PROFESSOR,4.3
Mathematics,1350,Duke University,Jeffrey,,Wong,2302867,6,good,TEACHER,PROFESSOR,3.5
History,1350,Duke University,Jenny,,Wood Crowley,2472186,2,good,TEACHER,PROFESSOR,5.0
Classics,1350,Duke University,Jennifer,,Woods,673127,7,good,TEACHER,PROFESSOR,4.2
Biology,1350,Duke University,Gregory,,Wray,266616,31,good,TEACHER,PROFESSOR,4.1
Biology,1350,Duke University,Justin,,Wright,2252170,1,good,TEACHER,PROFESSOR,4.0
Physics,1350,Duke University,Ying,,Wu,2005311,10,good,TEACHER,PROFESSOR,3.8
Mathematics,1350,Duke University,Nan,,Wu,2414943,3,good,TEACHER,PROFESSOR,3.7
Mathematics,1350,Duke University,Hau-tieng,,Wu,2294775,9,poor,TEACHER,PROFESSOR,1.4
Music,1350,Duke University,Rodney,,Wynkoop,760468,2,good,TEACHER,PROFESSOR,4.8
Education,1350,Duke University,Susan,,Wynn,629255,8,good,TEACHER,PROFESSOR,4.3
Mathematics,1350,Duke University,Hangjun,,Xu,1515874,5,good,TEACHER,PROFESSOR,4.1
Statistics,1350,Duke University,Jason,,Xu,2466675,5,good,TEACHER,PROFESSOR,5.0
Physical Ed,1350,Duke University,Scott,,Yakola,645998,3,good,TEACHER,PROFESSOR,4.5
Global Health,1350,Duke University,Gavin,,Yamey,2131183,4,good,TEACHER,PROFESSOR,4.2
Business,1350,Duke University,Ming,,Yang,1844278,8,average,TEACHER,PROFESSOR,3.1
Chemistry,1350,Duke University,Weitao,,Yang,1871758,2,good,TEACHER,PROFESSOR,4.3
Economics,1350,Duke University,Xiaoxi,,Yang,1890371,1,good,TEACHER,PROFESSOR,4.5
Sociology,1350,Duke University,Tiantian,,Yang,1994581,3,average,TEACHER,PROFESSOR,3.0
Mathematics,1350,Duke University,Haizhao,,Yang,2077906,3,good,TEACHER,PROFESSOR,4.5
Computer Science,1350,Duke University,Xiaowei,,Yang,2111078,3,good,TEACHER,PROFESSOR,3.7
Computer Science,1350,Duke University,Jun,,Yang,1253078,14,good,TEACHER,PROFESSOR,4.8
Marketing,1350,Duke University,Song,,Yao,1086244,1,good,TEACHER,PROFESSOR,4.5
Chinese,1350,Duke University,Yuan,,Yao,1456327,4,good,TEACHER,PROFESSOR,5.0
Engineering,1350,Duke University,Junjie,,Yao,2292942,1,good,TEACHER,PROFESSOR,5.0
Engineering,1350,Duke University,Gary,,Ybarra,355418,18,good,TEACHER,PROFESSOR,4.8
Chinese,1350,Duke University,Yujia,,Ye,2467360,5,good,TEACHER,PROFESSOR,5.0
Art amp Art History,1350,Duke University,Robin,,Yeh,2321856,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Benjamin,,Yellen,2246982,1,poor,TEACHER,PROFESSOR,1.0
Economics,1350,Duke University,Huseyin,,Yildirim,734971,17,average,TEACHER,PROFESSOR,3.4
Psychology,1350,Duke University,Henry,,Yin,1557937,6,poor,TEACHER,PROFESSOR,1.9
Biology,1350,Duke University,Anne,,Yoder,1007982,3,good,TEACHER,PROFESSOR,4.2
Engineering,1350,Duke University,Lingchong,,You,845925,12,average,TEACHER,PROFESSOR,2.7
Electrical Engineering,1350,Duke University,Rabih,,Younes,2475780,2,poor,TEACHER,PROFESSOR,2.0
Classics,1350,Duke University,Carl,,Young,1872141,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Alex,,Young,2296463,5,good,TEACHER,PROFESSOR,4.6
Engineering,1350,Duke University,Fan,,Yuan,526745,11,average,TEACHER,PROFESSOR,2.5
Classics,1350,Duke University,Mackenzie,,Zalin,1977026,1,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Giovanni,,Zanalda,1327006,7,good,TEACHER,PROFESSOR,4.2
Public Policy,1350,Duke University,Dani,,Zapotoczny,2306962,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Stefan,,Zauscher,814403,11,good,TEACHER,PROFESSOR,3.5
Engineering,1350,Duke University,Gerard,,Zehil,1930455,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University, Martin,,Zelder,1944239,21,average,TEACHER,PROFESSOR,3.3
Sociology,1350,Duke University,YI,,Zeng,1487063,2,poor,TEACHER,PROFESSOR,1.0
Mathematics,1350,Duke University,Chi,,Zhang,1939744,1,poor,TEACHER,PROFESSOR,1.5
Chinese,1350,Duke University,Qiang,,Zhang,2317682,2,good,TEACHER,PROFESSOR,4.0
Computer Science,1350,Duke University,Bo,,Zhang,1578047,1,good,TEACHER,PROFESSOR,4.5
Engineering,1350,Duke University,Xuanhe,,Zhao,1531870,1,good,TEACHER,PROFESSOR,3.5
Engineering,1350,Duke University,Pei,,Zhong,1336986,2,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,Xin,,Zhou,519965,15,poor,TEACHER,PROFESSOR,1.6
Mathematics,1350,Duke University,Zhennan ,,Zhou ,1955418,10,good,TEACHER,PROFESSOR,4.7
Mathematics,1350,Duke University,Maria,,Zhu,2269585,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Wei,,Zhu,2445570,1,good,TEACHER,PROFESSOR,4.0
Psychology,1350,Duke University,David,,Zielinski,798899,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Angela ,,Zieth,2026708,0,zero,TEACHER,PROFESSOR,N/A
Music,1350,Duke University,Robert,,Zimmerman,81226,14,average,TEACHER,PROFESSOR,3.2
Literature,1350,Duke University,Saskia,Elizabeth,Ziolkowski,2530451,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Nancy,,Zucker,1847854,25,good,TEACHER,PROFESSOR,4.0
Anthropology,1350,Duke University,Canguzel,,Zulfikar,846174,9,poor,TEACHER,PROFESSOR,2.3
